signature,slot,timestamp,pool,mint,wallet,side,token_amount,quote_sol,quote_usd,price_usd,venue,is_whale,is_quote_verified,source_type
5nB2PHy2jDksitaSPdPm4FpuLSYVsTtdVZBzpoNFcyXKUUFoCttg1MzJVjAuvD44z6HMifXRhW2pFdJZecYHBJic,444609070,2026-09-05 20:20:11,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,GUeX73PP9iEJ1Qxa7bERY2c7HfSwfRnWMNCevynUAdzQ,SELL,41525825.743399,,,,Raydium_AMM_V4,False,False,REAL
5hGKUZEdLKJvJa5UZcXKXo1RUNP6z7HhEs2CrxmDg9c1TbWKh2ELdVz1GM6NkK7FCW8ao7CtkXMWJ4GPhrPKehsg,444609050,2026-09-05 20:20:05,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,3u4i5b8AbpJUn3ijso25VVnpMFJtjoD511rxFijzpuaR,BUY,18683479.376968,,,,Raydium_AMM_V4,False,False,REAL
2dikxvcFoqZA6TjW7b62xLpUwz3ywBPfbkynPUwUbnzhaxkwejMH28uaMwCudt3XeTLqeqst8Ru3fPTP81jTqug6,444608425,2026-09-05 20:16:46,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,EfktQBdKyavAQazCL5UvYXUp39xoxMDgSngscToQ32jo,SELL,6444920.208936,,,,Generic_DEX,False,False,REAL
EHzWzCcQfVzSHk4PpeB7F73gHadvTAwMYs97PSbbVic6TWDQPrFWkfqFhQVHhQAxQLrnESHWJcN7WitygAjrMGn,444607638,2026-09-05 20:12:39,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,H4afz7oe5QC7oP9PBJNbmubZ6HdezDKugrwwqPMN4Faw,SELL,941816.147965,,,,Generic_DEX,False,False,REAL
5rHNaCYkdexn76Mhy9Mf2Ny6wiibiR4jtxig3FnY59zyECrnLdcacJ1i7uTNa8GULZPBGgzWtLRbKPd1bRqmeSJX,444606961,2026-09-05 20:09:07,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,4Us7y5ZStA2E4W2DvaptmvqCKfvZoBHJYaLptuoA3DKK,SELL,2915.951763,,,,Generic_DEX,False,False,REAL
4HF7PgoUffwsNw4FRKsq6LzGdHu51VSSccutBmYqvmRUNsHq1zMQQNPr5w6csaNN5x4MBNKD3vAKvCeABRS4nRHv,444606821,2026-09-05 20:08:23,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,CCUefYreEu9ZTee3RDodfFVxk7QgDumYWN7zyxkgo1Kb,SELL,46352.42285,,,,Generic_DEX,False,False,REAL
4zgrFnLutfTFgSd22BrkQztu73id21GDiZmV1VGZe33Lz5mViKbKXbJNCLHkHncR8D3yysgrvpvu15gaAui1r8dW,444606673,2026-09-05 20:07:37,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,Ev8z8z357cnhixAjeTnrBB3LTEPbX3jmWiuKmQaVLgfL,BUY,209069.177144,,,,Generic_DEX,False,False,REAL
2kqmi96f5R9oGSfpFWdpqNFkZA44jNQhej34m6rqUNUFJB8xjS62gxfhyLDQ3WC62JWir5avE7NbqmgBQn5af1DQ,444606490,2026-09-05 20:06:39,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,CCUefYreEu9ZTee3RDodfFVxk7QgDumYWN7zyxkgo1Kb,BUY,46352.42285,,,,Generic_DEX,False,False,REAL
5UDpqdBHp6LLQR1KawtAnkv8B2bbjGtv6Z7JjeJdi5m7d6cuSgR3mgwAuVucnFAJGbgScpPWW1DLRpaLX7drGFH6,444609836,2026-09-05 20:24:12,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,FsqF7E5JqTznjEQPYKwuBv6CULWajCRERKy8KxMrKG7L,BUY,721674.5463770032,,,,Raydium_AMM_V4,False,False,REAL
4mzfHYziY9eb9ARLxFxxbJLPRSPXcxWn2bKzJJgjkpBrzdoUmEqyYpQq1j9YPFS6Tww8a6RTRNax1rDbYsRUW7ky,444609685,2026-09-05 20:23:25,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,7QjDNnid9vFBHMk6HzLNenYA5sCfWWKqQo9dhfB6sSKU,SELL,218352.691908,,,,Pump.fun,False,False,REAL
5V9W9LHLT2bUUWCuddf5rrgt8rX54wLwdwWeBFv3b33g9q6Y2w8DbzoYoDFBptGSMGoD1NLk1k9YfpsadZa9ztNK,444609481,2026-09-05 20:22:21,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,8ca1ByLL5n7rGGgCYJvTxEFRWptmNgkSD7e8A23NKjxa,SELL,464773.429662,,,,Pump.fun,False,False,REAL
4zF6RTRFZZt5R6B6SishBJqe1tjFBVkFUYM56R6ykc4eaYJ714BnsT5Z4Bwe9kx5szmXQEFNnXM2Y5YcCmYzDRnk,444609460,2026-09-05 20:22:14,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,3Qchg1ipMKRoqDktu27yNMvcPe3xTHD9q7uJe6Xtbua2,SELL,828243.008641,,,,Raydium_AMM_V4,False,False,REAL
5iuRJ1BvQ8ZxEXWoTAsCug47uLvcGq9325uVJAobYneQCfxfyrUEsGfMyA7BZWix8hFnKrLDKjq5sUEvPirUCQRE,444609377,2026-09-05 20:21:49,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,7XTPMGAQ8xhhjAzqLFvRzBjbvT2fi84N1VyXXNJFWpXY,SELL,210483.062762,,,,Pump.fun,False,False,REAL
4awLNxSNkpB4V1yj2q6V4sf1UYX8EvjFTrYQ7dsNnjT57ipMDdjvpQaWQgYnUJF8S1x528oABP44uyRgzzRwTXGz,444609305,2026-09-05 20:21:26,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,3h9fGhGgCzzkPh9mgx6zTAcpz8yzTdnxUYVTRsNhZxSK,SELL,49954.728966,,,,Raydium_AMM_V4,False,False,REAL
2vZUe7SDVoBVULQqQZNY4mGc8KXQwLC4Ryzf7f9Ekc2xhc46fbcueLwezDm8HeceqhzjKvLyydShvNesT7xLkgSQ,444609183,2026-09-05 20:20:47,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,ApWUgpFz6nornKCkRFwkCZrVbFaT1s2RdPttwbv5rFxq,SELL,197649.52365,,,,Pump.fun,False,False,REAL
4GgtFUfHGMFZu9MkY6GuWr4FHSaxe1CWuRFGbaz8TWZyGaeLj6xHt3Sv86UCeNYUFqkTCRBQ15KN31pwMZexKoAd,444609094,2026-09-05 20:20:19,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,Bwqw25mgLjDSp2rHzPPhFEyuB89keXzHXDZvEaDUFDeu,SELL,227989.17933,,,,Raydium_AMM_V4,False,False,REAL
3zCq8cmHhvgdM3qSQ6GCuRXXGaZAKHVVvG8TAvWpst1SCB5xXXkjBmZgBxeE2GuqjjZ3RhEs1H9kbNTC8cffQnWd,444609007,2026-09-05 20:19:52,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,2uVC56AcZajHsXrTH5C9d3tJynPqYDoionv8PCdFyuD2,BUY,1035660.310832,,,,Pump.fun,False,False,REAL
4dfRShCwsUYFp2XaL9kydvujQTKDQMQckYGKrbDk1RWMjFxuV2eQgvkgoxX4QXUcL5ZjFbqWTxUchDE4EwZ3hPCC,444609000,2026-09-05 20:19:50,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,AD4sQdg8opK53EmdwC9no5VcfG3UoS5VWhH2kT5it4bP,SELL,2835136.592768,,,,Raydium_AMM_V4,False,False,REAL
5d2xfA8kEKXW5bgjRfZdGysAo3wySNRV2CC32H6KMemsQLsppjpD6Yz8gXAqAY3bFZ8YVXMXdepVAroFZazETBXT,444608918,2026-09-05 20:19:24,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,EoVrSVzGXCpZFHhPpzcRJW1btxFQSQ4y2tsifu6mTA7Q,SELL,1666616.958048,,,,Pump.fun,False,False,REAL
3Gbj7atAX6UV4hs1kQGJboku3scJqqKYPAvc2Dy2iRuePwjh257HbjD4mXb958q5nByXMsjZvEaFmSQXKnDgzCQp,444608828,2026-09-05 20:18:56,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,A9gmDy36uwifL2TqUTwUK3gYLEeLgsQ3mhjoMZy3nqNR,SELL,51661.868471,,,,Raydium_AMM_V4,False,False,REAL
3x2mjuNzZw9ovAFsLZjDyi2AzDUmqMJMre4GfxwvgAiXiZqwT7cYnHVsrFDPkKMoQiQmdZXWuh2z4eExz8mtXwu2,444608824,2026-09-05 20:18:54,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,2BPNqkHM3grFPfDdp8cCVwJv4AwMaeaZozPF2t35T5nr,SELL,437083.559098,,,,Pump.fun,False,False,REAL
5w4Lf97NEtpzwXKWyQBP2cHczn5JpdjEXo6uJSpvwJtPCWBBoWrbqeUqdjGDp8UYNgoBkxERmKT1h5jtfcHizh1h,444609261,2026-09-05 20:21:12,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,GxdPzL9u1mtYbaNA5JaRjd1kxZUSL98bprhxdjjGWqpe,SELL,718830.779903,,,,Pump.fun,False,False,REAL
poqre7wZw85wBLVuq2o4Sh7n2zYVRQ1fhYgNuJypmPy8P3hKN44yVvF3mpLut5JJcazrxm9GPykE7LX19TPzw9T,444609002,2026-09-05 20:19:50,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,Featfoxv5h3vw5HqMe2eRo1au6oEaF8KZzwqyLwMV8M6,SELL,505554.891786,,,,Pump.fun,False,False,REAL
5SxEBDMaZidaD4UdUgboR47LqEAiQx6geU9rrRU1pKNDNYj2LPXmELEg8JweAPZhSNVbBvXzXwZHwjYamvx41mPH,444607351,2026-09-05 20:11:09,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,9h8a6p8KmQ1nCMgSJumSVHqnbuxM1SKgqMCTTTszXPrN,SELL,1834539.249413,,,,Raydium_AMM_V4,False,False,REAL
2gLfWLUU8UzSMjtqhaKiKnmCzaWfhyWrfeVFtR4QGKD2yRgZdsVwUZmYzbM6629AWCr8EGJK8Emi9SCCkcqaLp1Y,444607030,2026-09-05 20:09:29,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,E4KMH95RygtwC5G9zRnFSsKD8KohUFDz2BpWwS9kVNcg,SELL,150351.416823,,,,Pump.fun,False,False,REAL
4AvDLmzsAbHe4JUZRV1f64g2G2L2QWr3N29T3WJJeiYywNohtrP6fe5a6RXCjkse6Y6o1x3XniDL2pQfBbGbnXHp,444606167,2026-09-05 20:04:57,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,Hg8hq2vbSTWW2ZHphmgAFC82mqkHB4PP7mBGyLUR4YJt,SELL,1100859.800544,,,,Pump.fun,False,False,REAL
4UyZri4iNqYgT1MND7yKesoPMf3wLL3MTmH4JirLiypEAn5tGeVAksGiKpPEoV2Mf52iN78BHTuZJ5gdhaXRNNUs,444605956,2026-09-05 20:03:50,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,BQbbw5LJUqmqeN9SgZeqxxBq2UBBnVUTBbQF7Ks8caj7,SELL,617091.441546,,,,Pump.fun,False,False,REAL
46n8isUdMKQpd5cJ4jC56r8hsiv4yrwYu2Df3YsM8agxZjWUc9fXqGWFtz5nLMKvw9YVGCXPT1QHs6ZxymiuXYct,444605506,2026-09-05 20:01:28,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,38hwe2FhAmq31AMx3kR8e3Qtf1P4j34dm8b7AyDmPgpH,SELL,82046.006423,,,,Pump.fun,False,False,REAL
3ZudVw7w7EfD5LgcGKjAF9f5Dm8omuo4FRzYt75UpMBiNWuwCPzn1tAbQUEUbQVJ3oghbhr4kQxN5dSGPZMgNYwt,444605425,2026-09-05 20:01:02,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,4JXUHGuc8dDAV35xgMUvAjgQGxC5yRHbAHRaDGvbnPaL,SELL,19462758.68684,,,,Raydium_AMM_V4,False,False,REAL
3R7ivaYaTzyWgkMCq2Dyt7J7u7Rb9VW8ogBWSjk3qfjhFB8ejMKW9ebYgKWzXdnNnx3wEBm7Fd2fcoqhqCBtftfS,444604920,2026-09-05 19:58:23,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,6mbwiBcrQ4UX19cBV2WdCz6cVg9YV9H4Jng4EFjMVLHf,SELL,1467534.23709,,,,Pump.fun,False,False,REAL
mrQp5JWM1NkxBeiazXr4D1VpfsNF9V5RYkfedW8ygBohGfUJuY9XSG7sNR4n9bvp8xTrRNQT5day12DZq4jvAuy,444604870,2026-09-05 19:58:07,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,RLgLLyQDbWL4F9daaQhw3tn5Q9f3Li8VBVR8jjRcNvL,SELL,5080053.298571,,,,Raydium_AMM_V4,False,False,REAL
5nH4SUYYyQunEiPB3ocVGE2X2MTx4LtEB4MtJ9jPu435MFuoDvXEWtPB7sAqHk9yPGqs7RcMXPynKJrUEfDhYcFV,444604791,2026-09-05 19:57:42,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,RLgLLyQDbWL4F9daaQhw3tn5Q9f3Li8VBVR8jjRcNvL,BUY,5080053.298571,,,,Raydium_AMM_V4,False,False,REAL
2zvix2ULCXPPpvDDFDRRTQhC7MZ7bpSUEq79Vsfkn6HjVCW77rNDUu635xQ3XBSqMo6wctFi863KXtXueZSE7hVx,444604791,2026-09-05 19:57:42,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,85ZDtneCccsshCq2748qGVnBHHCsks3YsTqjrKmtwHg2,SELL,350083.915359,,,,Raydium_AMM_V4,False,False,REAL
4jzsqJjrkDxwKaBtYqN6J1aigmfv8P8C2uv89j8Ak8E29FDeGpcxfxwFwFsSgWb1iJJMf8vB7jLd8P9Qe2CdzhtN,444604737,2026-09-05 19:57:25,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,7nnpAvQER17DxHNKPAg7ptZK2xfBLFLk2fJFU8PeDoG7,SELL,14498099.192269,,,,Pump.fun,False,False,REAL
